route_id,supplier_account,customer_account,point_account,point_number,point_type
293,17765837,316419034,17765837,5,supplier
294,117724745,483561169,483561169,1,plant
294,117724745,483561169,918209348,2,pod
294,117724745,483561169,918544568,3,pol
294,117724745,483561169,314585116,4,platform
294,117724745,483561169,163230001,5,platform
294,117724745,483561169,419974127,6,platform
294,117724745,483561169,117724745,7,supplier
295,715438714,316419034,316419034,1,plant
295,715438714,316419034,918209348,2,pod
295,715438714,316419034,918544568,3,pol
295,715438714,316419034,53657788,4,platform
295,715438714,316419034,715438714,5,supplier
296,571395758,993578920,993578920,1,plant
296,571395758,993578920,918209348,2,pod
296,571395758,993578920,918544568,3,pol
296,571395758,993578920,53657788,4,platform
296,571395758,993578920,571395758,5,supplier
297,680948076,316419034,316419034,1,plant
297,680948076,316419034,918209348,2,pod
297,680948076,316419034,918544568,3,pol
297,680948076,316419034,314585116,4,platform
297,680948076,316419034,163230001,5,platform
297,680948076,316419034,419974127,6,platform
297,680948076,316419034,680948076,7,supplier
298,747625040,57844131,57844131,1,plant
298,747625040,57844131,918209348,2,pod
298,747625040,57844131,918544568,3,pol
298,747625040,57844131,314585116,4,platform
298,747625040,57844131,163230001,5,platform
298,747625040,57844131,747625040,6,supplier
299,520652348,483561169,483561169,1,plant
299,520652348,483561169,918209348,2,pod
299,520652348,483561169,918544568,3,pol
299,520652348,483561169,53657788,4,platform
299,520652348,483561169,520652348,5,supplier
300,200624300,57844131,57844131,1,plant
300,200624300,57844131,918209348,2,pod
300,200624300,57844131,832722601,3,pol
300,200624300,57844131,387175347,4,platform
300,200624300,57844131,200624300,5,supplier
301,571395758,316419034,316419034,1,plant
301,571395758,316419034,918209348,2,pod
301,571395758,316419034,918544568,3,pol
301,571395758,316419034,53657788,4,platform
301,571395758,316419034,571395758,5,supplier
302,497202606,316419034,316419034,1,plant
302,497202606,316419034,918209348,2,pod
302,497202606,316419034,918544568,3,pol
302,497202606,316419034,314585116,4,platform
302,497202606,316419034,163230001,5,platform
302,497202606,316419034,497202606,6,supplier
303,255866357,57844131,57844131,1,plant
303,255866357,57844131,918209348,2,pod
303,255866357,57844131,918544568,3,pol
303,255866357,57844131,53657788,4,platform
303,255866357,57844131,255866357,5,supplier
304,201124244,57844131,57844131,1,plant
304,201124244,57844131,918209348,2,pod
304,201124244,57844131,918544568,3,pol
304,201124244,57844131,53657788,4,platform
304,201124244,57844131,201124244,5,supplier
305,648372677,316419034,316419034,1,plant
305,648372677,316419034,918209348,2,pod
305,648372677,316419034,918544568,3,pol
305,648372677,316419034,314585116,4,platform
305,648372677,316419034,163230001,5,platform
305,648372677,316419034,648372677,6,supplier
306,14377653,483561169,483561169,1,plant
306,14377653,483561169,918209348,2,pod
306,14377653,483561169,918544568,3,pol
306,14377653,483561169,53657788,4,platform
306,14377653,483561169,14377653,5,supplier
307,718365076,57844131,57844131,1,plant
307,718365076,57844131,918209348,2,pod
307,718365076,57844131,918544568,3,pol
307,718365076,57844131,314585116,4,platform
307,718365076,57844131,163230001,5,platform
307,718365076,57844131,419974127,6,platform
307,718365076,57844131,718365076,7,supplier
308,798148952,581313122,581313122,1,plant
308,798148952,581313122,798148952,2,supplier
309,87469735,316419034,316419034,1,plant
309,87469735,316419034,918209348,2,pod
309,87469735,316419034,832722601,3,pol
309,87469735,316419034,387175347,4,platform
309,87469735,316419034,87469735,5,supplier
310,549323926,57844131,57844131,1,plant
310,549323926,57844131,918209348,2,pod
310,549323926,57844131,918544568,3,pol
310,549323926,57844131,53657788,4,platform
310,549323926,57844131,853788440,5,platform
310,549323926,57844131,549323926,6,supplier
311,725901106,316419034,316419034,1,plant
311,725901106,316419034,918209348,2,pod
311,725901106,316419034,918544568,3,pol
311,725901106,316419034,314585116,4,platform
311,725901106,316419034,163230001,5,platform
311,725901106,316419034,419974127,6,platform
311,725901106,316419034,725901106,7,supplier
312,591669998,581313122,581313122,1,plant
312,591669998,581313122,20404874,2,pod
312,591669998,581313122,918544568,3,pol
312,591669998,581313122,53657788,4,platform
312,591669998,581313122,188609814,5,pod
312,591669998,581313122,832722601,6,pol
312,591669998,581313122,387175347,7,platform
312,591669998,581313122,591669998,8,supplier
